DT,SOLAR_FORECAST,SOLAR_ACTUAL,SOLAR_MIN,SOLAR_MAX,WIND_FORECAST,WIND_ACTUAL,WIND_MIN,WIND_MAX,SOLAR_AE,SOLAR_APE_%,SOLAR_IN_RANGE,WIND_AE,WIND_APE_%,WIND_IN_RANGE,TOTAL_SUPPLY_MW,ROLLING_STD_24H
2025-07-03 04:00:00,0.0,0.0,0.0,0.0,3217.99,2711.57,2718.2,3512.19,0.0,,1.0,506.4199999999996,18.67626504202361,0.0,10026.3228783002,931.0479985798446
2025-07-03 05:00:00,28.53,9.42,20.34,36.78,3043.35,2913.14,2434.48,3633.78,19.11,202.86624203821657,0.0,130.21000000000004,4.469747420309359,1.0,10398.449667934627,929.8964341728837
2025-07-03 06:00:00,282.65,204.67,227.57,323.24,2795.57,2649.28,2234.47,3231.41,77.97999999999999,38.10035667171544,0.0,146.28999999999996,5.521877642227321,1.0,10590.795683470385,936.1769751506473
2025-07-03 07:00:00,773.98,767.5,672.87,848.68,2308.58,1961.54,1793.01,2828.78,6.480000000000018,0.8442996742671034,1.0,347.03999999999996,17.692221417865554,1.0,11031.990569601589,937.013582478462
2025-07-03 08:00:00,1164.59,1716.0,1078.3,1236.75,1852.24,1384.0,978.88,2544.7,551.4100000000001,32.13344988344989,0.0,468.24,33.832369942196536,1.0,10964.348004735468,939.2010232722848
2025-07-03 09:00:00,1375.1,1716.0,1320.89,1421.12,1678.0,1384.0,473.34,2642.06,340.9000000000001,19.86596736596737,0.0,294.0,21.242774566473987,1.0,11103.429205039929,938.3217836311044
2025-07-03 10:00:00,1506.6,1716.0,1460.07,1525.93,1861.23,1384.0,380.3,2995.62,209.4000000000001,12.202797202797209,0.0,477.23,34.48193641618497,1.0,11194.492204711198,924.0649816964878
2025-07-03 11:00:00,1557.91,1716.0,1519.2,1576.63,2179.45,1384.0,498.78,3435.32,158.08999999999992,9.212703962703959,0.0,795.4499999999998,57.47471098265895,1.0,11222.313134781263,900.8226395921598
2025-07-03 12:00:00,1538.45,1675.34,1503.52,1566.16,2314.82,1096.47,798.62,3391.34,136.88999999999987,8.170878747000602,0.0,1218.3500000000001,111.11567119939443,1.0,11313.613329578675,874.4259849282843
2025-07-03 13:00:00,1474.89,1654.53,1418.25,1507.34,2454.35,1281.48,1006.47,3607.5,179.63999999999987,10.857464053235654,0.0,1172.87,91.52464338109061,1.0,11437.551790995127,831.4121749424254
2025-07-03 14:00:00,1465.06,1598.03,1413.25,1505.86,2617.95,1606.37,1231.6,3811.63,132.97000000000003,8.320870071275259,0.0,1011.5799999999999,62.97303859011312,1.0,11444.642506609343,777.1289536919655
2025-07-03 15:00:00,1441.39,1564.47,1374.7,1534.98,2702.21,1988.59,1510.24,3531.23,123.07999999999993,7.867201032937668,0.0,713.6200000000001,35.88572807868893,1.0,11564.347051799297,705.7721404742483
2025-07-03 16:00:00,1373.2,1466.29,1326.4,1500.55,2761.12,2429.19,1711.21,3686.41,93.08999999999992,6.348675909949596,1.0,331.92999999999984,13.664225523734242,1.0,11403.282553783878,625.088684664105
2025-07-03 17:00:00,1267.01,1312.34,1221.63,1397.7,2901.63,2574.7,2119.84,4038.96,45.32999999999993,3.4541353612630816,1.0,326.9300000000003,12.697790033790357,1.0,11599.542506898211,584.0241166108943
2025-07-03 19:00:00,612.84,835.53,476.65,664.66,2930.25,2916.51,2475.48,4054.26,222.68999999999994,26.652543894294634,0.0,13.739999999999782,0.4711110196776209,1.0,11141.093109470656,536.2590524013644
2025-07-03 20:00:00,200.21,256.31,156.04,217.88,2884.55,2886.62,2479.89,3794.07,56.099999999999994,21.887558035191756,0.0,2.069999999999709,0.07171016621514814,1.0,11006.17771115938,523.7684226574933
2025-07-03 21:00:00,24.05,17.23,17.44,28.82,2873.58,2998.85,2553.68,3599.16,6.82,39.5821242019733,0.0,125.26999999999998,4.177267952715207,1.0,10940.823194159386,513.0632892833961
2025-07-03 22:00:00,0.0,0.0,0.0,0.0,2747.69,2754.01,2148.17,3417.57,0.0,,1.0,6.320000000000164,0.22948355307352417,1.0,10588.470590615107,517.1128828360307
2025-07-03 23:00:00,0.0,0.0,0.0,0.0,2370.87,2674.28,1504.16,3050.7,0.0,,1.0,303.4100000000003,11.345483644195832,1.0,10245.319985341297,527.3609645625758
2025-07-04 00:00:00,0.0,0.0,0.0,0.0,2071.58,2440.86,1122.28,2818.66,0.0,,1.0,369.2800000000002,15.129093843973033,1.0,10119.35287415925,540.540126609199
2025-07-04 01:00:00,0.0,0.0,0.0,0.0,1864.78,2129.21,965.59,2506.56,0.0,,1.0,264.43000000000006,12.419160157992874,1.0,9934.039444044882,556.1558623747434
2025-07-04 02:00:00,0.0,0.0,0.0,0.0,1578.54,1733.19,803.91,2200.58,0.0,,1.0,154.6500000000001,8.92285323594067,1.0,9754.9125444472,581.1626730545809
2025-07-04 03:00:00,0.0,0.0,0.0,0.0,1285.28,1189.49,536.87,1844.77,0.0,,1.0,95.78999999999996,8.053031130988908,1.0,9602.862778636681,610.6589511703193
2025-07-04 04:00:00,0.0,0.0,0.0,0.0,1041.75,915.14,536.48,1498.05,0.0,,1.0,126.61000000000001,13.83504163297419,1.0,9624.502931122659,638.6393043114678
2025-07-04 05:00:00,26.6,2.62,12.75,38.08,853.79,827.55,510.75,1282.89,23.98,915.267175572519,0.0,26.24000000000001,3.1708053894024544,1.0,9644.768966402647,677.4878204609531
2025-07-04 06:00:00,237.07,88.03,125.72,322.88,763.9,789.36,403.81,1071.94,149.04,169.30591843689652,0.0,25.460000000000036,3.2253977906151867,1.0,9969.365441184967,696.8732255779191
2025-07-04 07:00:00,606.84,250.73,357.39,772.96,659.35,636.94,341.21,1229.01,356.11,142.02927451840625,0.0,22.409999999999968,3.518384777216059,1.0,10159.071054449149,704.8043805525346
2025-07-04 08:00:00,927.98,595.15,596.2,1134.39,601.35,669.64,351.9,1218.66,332.83000000000004,55.9237167100731,0.0,68.28999999999996,10.198016844871866,1.0,10291.606071954742,708.1913405608099
2025-07-04 09:00:00,1123.56,939.45,747.38,1298.18,711.47,765.39,496.69,1279.92,184.1099999999999,19.597636915216338,1.0,53.91999999999996,7.044774559374954,1.0,10697.83094131413,702.8596373400165
2025-07-04 10:00:00,1240.79,1290.68,830.51,1389.91,855.35,782.54,548.85,1400.79,49.8900000000001,3.8654042830136124,1.0,72.81000000000006,9.304316712244749,1.0,10914.726678604955,696.2249012269648
2025-07-04 11:00:00,1368.48,1573.44,1075.07,1509.14,899.71,890.02,586.41,1395.33,204.96000000000004,13.026235509456988,0.0,9.690000000000055,1.0887395788858738,1.0,10981.699930257933,689.5847357901354
2025-07-04 12:00:00,1394.37,1575.75,1147.56,1540.94,892.06,928.62,598.71,1228.36,181.3800000000001,11.510709186101863,0.0,36.56000000000006,3.9370248325472272,1.0,11035.618095736094,680.3521650837745
2025-07-04 13:00:00,1409.37,1503.11,1142.53,1519.14,838.11,879.75,542.29,1160.63,93.74000000000001,6.236403190717913,1.0,41.639999999999986,4.73316283034953,1.0,11066.53750224327,665.6310337894498
2025-07-04 14:00:00,1387.84,1518.77,1036.21,1514.77,809.1,838.67,473.98,1127.67,130.93000000000006,8.620791824963627,0.0,29.569999999999936,3.525820644592025,1.0,11139.436934340352,652.1729199467233
2025-07-04 15:00:00,1328.94,1378.74,875.67,1472.06,821.64,724.39,495.82,1072.23,49.799999999999955,3.6119935593367827,1.0,97.25,13.42508869531606,1.0,11171.607518708028,631.9951898071002
2025-07-04 16:00:00,1171.85,1440.09,584.71,1401.71,888.71,682.78,579.02,1164.41,268.24,18.62661361442688,0.0,205.93000000000006,30.160520226134345,1.0,10985.664724487717,614.4530687018425
2025-07-04 17:00:00,858.86,1170.1,404.36,1175.48,1007.17,652.34,682.43,1299.4,311.2399999999999,26.599435945645666,1.0,354.8299999999999,54.39341447711315,0.0,10535.141964920498,575.0935150896854
2025-07-04 19:00:00,272.29,366.51,140.5,478.08,1191.1,732.12,1012.12,1544.62,94.21999999999997,25.707347684919913,1.0,458.9799999999999,62.69190843031196,0.0,10300.695719064528,530.250533257271
2025-07-04 20:00:00,86.11,108.07,40.28,152.05,1171.24,1148.33,833.36,1672.38,21.959999999999994,20.320162857407233,1.0,22.910000000000082,1.9950711032542983,1.0,10334.926352036186,517.7370440023797
2025-07-04 21:00:00,8.31,7.23,3.65,15.7,1245.33,1522.33,859.15,1825.4,1.08,14.937759336099585,1.0,277.0,18.195791976772448,1.0,10436.966491083935,506.2921153872932
2025-07-04 22:00:00,0.0,0.0,0.0,0.0,1295.29,1567.85,825.9,1842.81,0.0,,1.0,272.55999999999995,17.38431610166789,1.0,10337.633236988557,505.05469159493083
2025-07-04 23:00:00,0.0,0.0,0.0,0.0,1086.77,1553.72,695.69,1516.8,0.0,,1.0,466.95000000000005,30.053677625312158,0.0,10195.1740195153,505.8275088156869
2025-07-05 00:00:00,0.0,0.0,0.0,0.0,1028.07,1645.96,484.49,1490.37,0.0,,1.0,617.8900000000001,37.53979440569638,0.0,9978.779008826854,509.99548437175713
2025-07-05 01:00:00,0.0,0.0,0.0,0.0,963.27,1613.99,412.71,1388.28,0.0,,1.0,650.72,40.31747408596088,0.0,9951.35955991265,509.33034563861753
2025-07-05 02:00:00,0.0,0.0,0.0,0.0,815.54,1308.25,234.14,1304.97,0.0,,1.0,492.71000000000004,37.66176189566215,0.0,9900.706408639899,502.2058324531229
2025-07-05 03:00:00,0.0,0.0,0.0,0.0,722.87,1201.98,120.24,1272.84,0.0,,1.0,479.11,39.860064227358194,1.0,9871.206715908464,486.4429722839007
2025-07-05 04:00:00,0.0,0.0,0.0,0.0,614.98,893.12,99.47,1305.33,0.0,,1.0,278.14,31.142511644571837,1.0,9883.644391614207,470.8647195631295
2025-07-05 05:00:00,4.08,0.69,2.48,7.12,585.47,650.15,279.83,1309.08,3.39,491.304347826087,0.0,64.67999999999995,9.948473429208637,1.0,9762.995388885347,462.9395425149212
2025-07-05 06:00:00,46.6,28.87,28.14,74.96,500.94,554.12,210.65,1107.37,17.73,61.41323172843782,1.0,53.18000000000001,9.597199162636254,1.0,9685.763301878224,478.46675088540394
2025-07-05 07:00:00,150.1,115.4,116.51,238.77,383.93,633.03,141.28,825.66,34.69999999999999,30.069324090121306,0.0,249.09999999999997,39.350425730218156,1.0,9844.933669315207,489.9148121970239
2025-07-05 08:00:00,266.01,247.44,210.51,440.56,306.16,771.96,111.25,549.77,18.569999999999993,7.50484966052376,1.0,465.8,60.33991398518058,0.0,9995.092457380295,496.49590494978077
2025-07-05 09:00:00,368.5,342.93,268.84,498.31,321.17,880.42,171.21,504.15,25.569999999999993,7.456332196074998,1.0,559.25,63.52081960882307,0.0,10004.839534057068,497.90013661629683
2025-07-05 10:00:00,442.49,510.4,314.85,493.58,415.03,902.67,181.34,685.53,67.90999999999997,13.305250783699055,0.0,487.64,54.02195708287636,0.0,10067.05414618419,486.7853542266772
2025-07-05 11:00:00,521.21,646.62,350.14,544.89,,752.83,,,125.40999999999997,19.394698586495927,0.0,,,0.0,10136.471721608465,467.3783846778882
2025-07-05 12:00:00,601.77,715.22,357.58,645.52,467.09,792.29,240.02,730.03,113.45000000000005,15.862252174156211,0.0,325.2,41.0455767458885,0.0,10314.33012522219,439.68728028812154
2025-07-05 13:00:00,667.67,875.16,384.73,713.63,507.02,849.1,360.42,846.4,207.49,23.708807532336944,0.0,342.08000000000004,40.28736309033094,0.0,10375.916308953902,405.87070883887003
2025-07-05 14:00:00,706.28,1162.36,462.48,778.03,524.69,851.74,351.91,955.58,456.0799999999999,39.23741353797446,0.0,327.04999999999995,38.39786789395824,1.0,10388.33782725895,359.0058131731164
2025-07-05 15:00:00,743.1,1139.08,526.03,934.67,509.04,825.05,340.02,930.68,395.9799999999999,34.76314218492116,0.0,316.00999999999993,38.30192109569116,1.0,10383.336099927888,296.876861124798
2025-07-05 16:00:00,792.69,1124.12,558.47,1029.32,449.02,823.81,345.82,854.49,331.42999999999984,29.48350709888623,0.0,374.78999999999996,45.49471358687075,1.0,10480.202137789547,250.55772768450956
2025-07-05 17:00:00,832.34,1049.34,560.67,1044.39,475.76,857.53,312.04,739.16,216.9999999999999,20.679665313435102,0.0,381.77,44.5197252574254,0.0,10481.521057808084,247.1481421532999
2025-07-05 19:00:00,516.71,799.32,415.32,627.76,454.28,788.62,354.44,1186.94,282.61,35.356302857428815,0.0,334.34000000000003,42.39557708402019,1.0,10289.058113624196,246.30705729142943
2025-07-05 20:00:00,168.15,272.26,143.21,212.62,511.02,797.02,347.74,1209.15,104.10999999999999,38.23918313376919,0.0,286.0,35.883666658302175,1.0,10348.208332867034,246.7736984764092
2025-07-05 21:00:00,18.86,10.88,12.81,26.94,683.02,885.99,423.28,1175.6,7.979999999999999,73.3455882352941,0.0,202.97000000000003,22.908836442849246,1.0,10329.105944630553,242.11835989614997
2025-07-05 22:00:00,0.0,1.07,0.0,0.0,886.19,1131.66,541.28,1204.46,1.07,100.0,0.0,245.47000000000003,21.69114398317516,1.0,10348.223310579971,242.50709743460322
2025-07-05 23:00:00,0.0,0.0,0.0,0.0,1010.24,1225.32,728.7,1272.73,0.0,,1.0,215.07999999999993,17.552965755884173,1.0,10218.580819456056,242.79153940999606
2025-07-06 00:00:00,0.0,0.0,0.0,0.0,1151.07,1403.34,800.8,1407.47,0.0,,1.0,252.26999999999998,17.97639916199923,1.0,10075.50105871502,240.80155665310207
2025-07-06 01:00:00,0.0,0.0,0.0,0.0,1192.62,1517.59,867.14,1526.17,0.0,,1.0,324.97,21.413557021329872,1.0,9974.54550768627,240.04218432900666
2025-07-06 02:00:00,0.0,0.0,0.0,0.0,1247.68,1511.26,791.35,1478.46,0.0,,1.0,263.5799999999999,17.441075658721854,0.0,9811.175521580486,244.64784083890845
2025-07-06 03:00:00,0.0,0.0,0.0,0.0,1258.17,1272.21,736.99,1472.2,0.0,,1.0,14.039999999999964,1.103591388214207,1.0,9849.809442778727,245.70974068186553
2025-07-06 04:00:00,0.0,0.0,0.0,0.0,1243.61,1057.55,658.67,1435.42,0.0,,1.0,186.05999999999995,17.593494397428014,1.0,9845.7813543486,247.54146924547197
2025-07-06 05:00:00,10.73,2.5,7.88,13.63,1325.36,1012.98,534.15,1655.55,8.23,329.20000000000005,0.0,312.3799999999999,30.837726312464202,1.0,9855.71551664782,242.0923697006916
2025-07-06 06:00:00,134.87,75.94,106.01,180.97,1242.98,1006.2,314.68,1686.83,58.93000000000001,77.60073742428234,0.0,236.77999999999997,23.532100973961434,1.0,9980.070229573776,224.80331520681048
2025-07-06 07:00:00,379.33,210.09,314.98,462.82,1080.25,988.57,225.58,1611.98,169.23999999999998,80.55595221095719,0.0,91.67999999999995,9.274001841043116,1.0,10177.707331958049,214.92718035218422
2025-07-06 08:00:00,603.13,367.5,470.49,767.62,769.18,488.47,89.87,1272.73,235.63,64.1170068027211,0.0,280.7099999999999,57.467193481687694,1.0,10405.648988669378,216.86884372879229
2025-07-06 09:00:00,771.26,491.18,585.92,898.27,615.88,295.83,96.2,1028.53,280.08,57.021865711144585,0.0,320.05,108.18713450292398,1.0,10495.305130728397,222.15497706253308
2025-07-06 10:00:00,935.5,964.87,644.3,1136.7,676.8,340.63,150.8,1012.9,29.370000000000005,3.0439333796262713,1.0,336.16999999999996,98.69066142148371,1.0,10317.296413675398,221.2267264705494
2025-07-06 11:00:00,1042.75,1148.35,844.06,1213.21,630.62,609.77,221.32,921.44,105.59999999999991,9.195802673400959,1.0,20.850000000000023,3.419322039457504,1.0,10364.875500949827,222.55203387220078
2025-07-06 12:00:00,1141.8,1272.59,860.93,1259.42,638.01,1039.81,151.0,950.4,130.78999999999996,10.277465640936985,0.0,401.79999999999995,38.64167492137987,0.0,10541.943833228292,231.17076749973717
2025-07-06 13:00:00,1201.37,1360.15,862.12,1285.04,607.73,1082.89,246.08,995.6,158.7800000000002,11.673712458184774,0.0,475.1600000000001,43.878879664601214,0.0,10670.637745138569,246.2980820372837
2025-07-06 14:00:00,1231.59,1364.67,827.77,1324.02,627.51,1071.7,233.42,1131.74,133.08000000000015,9.751808129437897,0.0,444.19000000000005,41.44723336754689,1.0,10803.757381899684,270.07006708379737
2025-07-06 15:00:00,1225.78,1379.23,793.28,1287.17,628.0,1139.71,56.32,1525.9,153.45000000000005,11.125773076281696,0.0,511.71000000000004,44.898263593370245,1.0,10868.758042358028,296.23558425999965
2025-07-06 16:00:00,1148.96,1408.95,738.18,1223.58,715.84,1207.85,79.71,1806.77,259.99,18.45274850065652,0.0,492.0099999999999,40.734362710601474,1.0,11031.487256692888,331.31639231545444
2025-07-06 17:00:00,1101.51,1308.27,658.21,1209.29,558.98,1246.29,137.88,1109.73,206.76,15.8040771400399,0.0,687.31,55.14848069068996,0.0,10696.928005673313,339.0464008614562
2025-07-06 19:00:00,559.93,798.95,326.05,622.94,536.61,1107.53,233.78,923.22,239.0200000000001,29.91676575505352,0.0,570.92,51.54894224084223,0.0,10118.221882554277,341.7507009329848
2025-07-06 20:00:00,171.88,300.11,107.27,218.8,506.1,856.51,249.09,939.2,128.23000000000002,42.72766652227517,0.0,350.40999999999997,40.91137289698894,1.0,9976.768034389408,348.4285008957343
2025-07-06 21:00:00,17.97,25.74,9.86,28.78,438.24,575.74,228.2,962.25,7.77,30.186480186480185,1.0,137.5,23.882307986243788,1.0,9883.99579938456,358.3741585227591
2025-07-06 22:00:00,0.0,10.76,0.0,0.0,396.03,375.92,196.16,877.24,10.76,100.0,0.0,20.109999999999957,5.349542455841657,1.0,9612.095291537282,382.84840950742785
2025-07-06 23:00:00,0.0,23.94,0.0,0.0,428.4,221.77,275.94,634.49,23.94,100.0,0.0,206.62999999999997,93.17310727330114,0.0,9401.614658642047,420.10544498236004
