DT,SOLAR_FORECAST,SOLAR_ACTUAL,SOLAR_MIN,SOLAR_MAX,WIND_FORECAST,WIND_ACTUAL,WIND_MIN,WIND_MAX,SOLAR_AE,SOLAR_APE_%,SOLAR_IN_RANGE,WIND_AE,WIND_APE_%,WIND_IN_RANGE,TOTAL_SUPPLY_MW,ROLLING_STD_24H
2025-08-06 23:00:00,0.0,0.0,0.0,0.0,2853.72,2301.91,2337.66,3602.85,0.0,,1.0,551.81,23.97183208726666,0.0,9930.796952181128,707.6088204711982
2025-08-07 00:00:00,0.0,0.0,0.0,0.0,3007.0,2123.89,2439.65,3455.64,0.0,,1.0,883.1100000000001,41.57983699720796,0.0,9716.518224384947,707.0119711300601
2025-08-07 01:00:00,0.0,0.0,0.0,0.0,3017.78,1819.54,2531.23,3626.72,0.0,,1.0,1198.2400000000002,65.85400705672863,0.0,9603.25791608342,702.462625114468
2025-08-07 02:00:00,0.0,0.0,0.0,0.0,2920.73,2076.26,2453.49,3714.8,0.0,,1.0,844.4699999999998,40.67265178734839,0.0,9447.382967027952,702.3876150674006
2025-08-07 03:00:00,0.0,0.0,0.0,0.0,2815.54,2139.04,2207.63,3678.66,0.0,,1.0,676.5,31.62633704839554,0.0,9417.244378032154,701.5026914358132
2025-08-07 04:00:00,0.0,0.0,0.0,0.0,2693.81,1892.25,2029.97,3598.91,0.0,,1.0,801.56,42.36015325670498,0.0,9491.689735799071,705.8969391998918
2025-08-07 05:00:00,0.42,0.0,0.22,0.62,2673.24,1752.48,1763.8,3303.99,0.42,,0.0,920.7599999999998,52.54039989044096,0.0,9731.993424869346,704.6894242527693
2025-08-07 06:00:00,94.26,56.83,65.57,114.82,2577.39,1759.82,1652.92,3241.83,37.43000000000001,65.86310047510119,0.0,817.5699999999999,46.45759225375322,1.0,10002.718898361085,706.6477874384103
2025-08-07 07:00:00,420.96,305.52,352.56,543.57,2132.32,1521.8,933.8,3158.31,115.44,37.7847604084839,0.0,610.5200000000002,40.118280983046404,1.0,10324.298079601249,706.0375401782787
2025-08-07 08:00:00,803.98,767.08,717.14,997.63,1749.0,1324.73,784.08,2896.55,36.89999999999998,4.810450018251027,1.0,424.27,32.02690359544963,1.0,10515.084670265594,705.8129367004234
2025-08-07 09:00:00,1017.84,1037.66,907.2,1306.05,1548.03,1213.34,774.03,2697.71,19.82000000000005,1.9100668812520525,1.0,334.69000000000005,27.584189097862104,1.0,10677.665357399434,705.3806777689327
2025-08-07 10:00:00,1124.89,1269.78,978.78,1419.96,1444.67,1117.96,854.02,2557.86,144.88999999999987,11.410638063286543,1.0,326.71000000000004,29.223764714301048,1.0,10819.855572128536,700.8737439313652
2025-08-07 11:00:00,1254.81,1220.55,982.53,1499.65,1521.0,1178.93,1323.94,2354.33,34.25999999999999,2.8069313014624546,1.0,342.06999999999994,29.015293528877873,0.0,10978.047481740428,696.5993922364478
2025-08-07 12:00:00,1244.26,1242.75,978.76,1413.68,1412.59,1051.5,1210.66,1986.64,1.509999999999991,0.12150472741902965,1.0,361.0899999999999,34.34046600095101,0.0,11037.843598613288,684.8807491802462
2025-08-07 13:00:00,1246.97,1072.43,651.31,1530.26,1362.57,894.03,1093.5,1941.26,174.53999999999996,16.275188124166608,1.0,468.53999999999996,52.40763732760645,0.0,11007.880142657988,670.1889929009716
2025-08-07 14:00:00,1194.24,1135.97,648.6,1534.13,1311.22,933.12,986.82,2178.45,58.26999999999998,5.129536871572311,1.0,378.1,40.51997599451303,0.0,11024.494068698701,654.4512651986315
2025-08-07 15:00:00,1108.79,1168.84,656.64,1499.54,1321.49,957.59,1021.51,2308.08,60.049999999999955,5.13757229389822,1.0,363.9,38.00164997545922,0.0,10953.413914247692,632.621599262615
2025-08-07 16:00:00,976.85,983.26,633.75,1388.43,1411.35,897.45,1038.71,2372.4,6.409999999999968,0.6519130240221273,1.0,513.8999999999999,57.26224302189535,0.0,10816.903477049867,607.6182279604835
2025-08-07 17:00:00,787.32,791.1,482.9,1172.6,1395.58,1158.18,1004.23,2511.28,3.7799999999999727,0.47781569965869963,1.0,237.39999999999986,20.497677390388354,1.0,10644.315122813334,585.2670398658363
2025-08-07 19:00:00,280.03,345.58,221.56,354.14,1462.93,1226.89,752.07,2668.57,65.55000000000001,18.968111580531286,1.0,236.03999999999996,19.23888857191761,1.0,10460.051095073426,557.6750278227
2025-08-07 20:00:00,48.28,47.0,39.08,55.32,1352.48,1708.6,887.63,2543.24,1.2800000000000011,2.7234042553191515,1.0,356.1199999999999,20.842795270982084,1.0,10522.779236192819,551.6258753135415
2025-08-07 21:00:00,0.07,12.0,0.05,0.09,1409.6,1840.13,950.74,2331.03,11.93,99.41666666666666,0.0,430.5300000000002,23.39671653633168,1.0,10290.01064030014,549.1157532191595
2025-08-07 22:00:00,0.0,2.64,0.0,0.0,1530.2,2139.98,1083.75,2240.5,2.64,100.0,0.0,609.78,28.494658828587184,1.0,10049.975059760893,552.346124051527
2025-08-07 23:00:00,0.0,0.0,0.0,0.0,1433.3,1845.1,1042.63,2141.81,0.0,,1.0,411.79999999999995,22.318573519050457,1.0,9808.903661760778,556.7647143460231
2025-08-08 00:00:00,0.0,0.0,0.0,0.0,1667.43,1363.7,1466.78,1949.4,0.0,,1.0,303.73,22.27249395028232,0.0,9683.308450365663,558.3937285932661
2025-08-08 01:00:00,0.0,0.0,0.0,0.0,1660.12,1509.31,1428.87,1955.6,0.0,,1.0,150.80999999999995,9.991983091611395,1.0,9435.809146811072,568.795899187283
2025-08-08 02:00:00,0.0,0.0,0.0,0.0,1703.67,1202.62,1279.45,2146.88,0.0,,1.0,501.0500000000002,41.66320200894715,0.0,9460.403663409312,567.931644551596
2025-08-08 03:00:00,0.0,0.56,0.0,0.0,1728.9,925.08,954.51,2344.94,0.56,100.0,0.0,803.82,86.89194448047736,0.0,9494.793288249175,562.7582379176166
2025-08-08 04:00:00,0.0,0.04,0.0,0.0,1703.03,1285.69,637.93,2537.79,0.04,100.0,0.0,417.3399999999999,32.46039091849512,1.0,9579.948402995036,557.3377859771642
