date,SOLAR_MAE,SOLAR_MAPE%,SOLAR_Coverage%,WIND_MAE,WIND_MAPE%,WIND_Coverage%,RollingStd24h
2025-09-01,38.815652173913044,86.94136690101213,52.17391304347826,153.99,95.37421580704961,65.21739130434783,594.2758849990274
2025-09-02,93.40869565217392,47.66545128796763,60.86956521739131,159.5021739130435,21.68442960273209,95.65217391304348,451.6296293327221
2025-09-03,232.61695652173913,88.92420472882871,26.08695652173913,324.31130434782614,20.489261849281135,82.6086956521739,411.66465802900524
2025-09-04,140.72304347826085,68.80493740095532,17.391304347826086,698.2726086956521,37.85560522992022,43.47826086956522,414.71879357421614
2025-09-05,72.12826086956522,49.96386299017054,17.391304347826086,123.16130434782609,65.02127248810733,86.95652173913044,614.2057538525212
2025-09-06,30.148260869565217,27.88223624360164,39.130434782608695,180.84695652173912,11.7946610607251,91.30434782608695,371.64426105826976
2025-09-07,49.90565217391305,24.204295163153287,78.26086956521739,309.055652173913,30.22966172373079,82.6086956521739,397.41289999651116
2025-09-08,45.01,36.438158885167084,82.6086956521739,258.10869565217394,69.03704777634609,60.86956521739131,494.13894155459883
2025-09-09,33.49956521739132,14.47366060862551,69.56521739130434,110.15999999999997,13.302507708427244,95.65217391304348,594.5712424389245
2025-09-10,143.29782608695652,65.89441758272606,39.130434782608695,313.47478260869576,39.91384204723148,69.56521739130434,570.8873237682
2025-09-11,71.9069565217391,60.15644846631767,43.47826086956522,156.02565217391302,369.82334420682315,52.17391304347826,585.4778324987493
2025-09-12,82.53260869565219,27.181091131883065,52.17391304347826,249.17260869565217,31.035537321413205,60.86956521739131,635.4871482894582
2025-09-13,53.239565217391295,66.98060462842597,47.82608695652174,189.7586956521739,48.403333955364985,73.91304347826086,589.151657330413
2025-09-14,78.71043478260869,36.61551678875125,34.78260869565217,249.26217391304343,29.217866055142675,82.6086956521739,532.5845670246046
2025-09-15,127.16826086956523,37.10692444082191,30.434782608695656,279.14304347826084,15.463628921838854,82.6086956521739,513.7396371848317
2025-09-16,58.53695652173913,33.89590563495599,17.391304347826086,223.93565217391307,86.8453074189243,52.17391304347826,586.444489883115
2025-09-17,67.37608695652173,17.728612479857976,47.82608695652174,303.05913043478273,19.836981812373498,100.0,551.3116014674957
2025-09-18,124.32130434782609,47.84944759329429,21.73913043478261,293.18136363636364,15.885468856239065,56.52173913043478,551.6600481322215
2025-09-19,66.40782608695653,40.972450268112574,17.391304347826086,173.81608695652173,66.42855255091257,86.95652173913044,425.24478047745555
2025-09-20,44.857391304347836,23.68234668594967,43.47826086956522,209.05956521739125,14.125840960660167,86.95652173913044,606.9237433996467
2025-09-21,40.65478260869566,67.91201720839668,47.82608695652174,577.1052173913044,20.977100264906564,30.434782608695656,625.777165529148
2025-09-22,73.95521739130434,40.07924951743281,26.08695652173913,465.57217391304346,37.22560717655839,43.47826086956522,570.9271222361423
2025-09-23,60.38000000000001,20.18859025556266,21.73913043478261,433.6973913043479,20.03395118638869,52.17391304347826,585.3121892259887
2025-09-24,127.9791304347826,68.25537688343643,13.043478260869565,819.5073913043477,51.34002246709505,34.78260869565217,594.925534368419
2025-09-25,150.30956521739128,91.77309704405533,34.78260869565217,629.8269565217392,33.0088367734347,43.47826086956522,502.43275045079866
2025-09-26,58.24,41.3674403203664,39.130434782608695,712.0739130434781,37.52156536387899,69.56521739130434,479.8679740572043
2025-09-27,70.28173913043479,166.58844298979997,39.130434782608695,826.2765217391304,36.5315545430939,60.86956521739131,471.02366276750683
2025-09-28,72.61043478260869,23.678751441143884,13.043478260869565,178.2317391304348,15.73985281840795,100.0,392.32214009355886
2025-09-29,67.10347826086957,32.32587600708493,39.130434782608695,359.79391304347826,14.041818913080851,52.17391304347826,489.6206791959948
2025-09-30,21.229130434782608,47.40977155612361,65.21739130434783,377.08478260869566,30.837904786384062,95.65217391304348,768.4386304661283
